Comparison,Network,Edge threshold,Measure,Cell,Jaccard Distance
Adult/L4,all,low,proximal,SAADR,0.13793103448275862
Adult/L4,all,low,proximal,SAAVL,0.23529411764705882
Adult/L4,all,low,proximal,SAAVR,0.12727272727272726
Adult/L4,all,low,proximal,SABD,0.10526315789473684
Adult/L4,all,low,proximal,SDQL,0.11428571428571428
Adult/L4,all,low,proximal,SDQR,0.16129032258064516
Adult/L4,all,low,proximal,SIADL,0.125
Adult/L4,all,low,proximal,SIADR,0.2
Adult/L4,all,low,proximal,SIAVL,0.15384615384615385
Adult/L4,all,low,proximal,SIAVR,0.18421052631578946
Adult/L4,all,low,proximal,SIBDL,0.1935483870967742
Adult/L4,all,low,proximal,SIBDR,0.1896551724137931
Adult/L4,all,low,proximal,SIBVL,0.14545454545454545
Adult/L4,all,low,proximal,SIBVR,0.0784313725490196
Adult/L4,all,low,proximal,SMBDL,0.08108108108108109
Adult/L4,all,low,proximal,SMBDR,0.10416666666666667
Adult/L4,all,low,proximal,SMBVL,0.08
Adult/L4,all,low,proximal,SMBVR,0.16666666666666666
Adult/L4,all,low,proximal,SMDDL,0.08823529411764706
Adult/L4,all,low,proximal,SMDDR,0.18421052631578946
Adult/L4,all,low,proximal,SMDVL,0.14285714285714285
Adult/L4,all,low,proximal,SMDVR,0.1346153846153846
Adult/L4,all,low,proximal,URADL,0.125
Adult/L4,all,low,proximal,URADR,0.1111111111111111
Adult/L4,all,low,proximal,URAVL,0.18518518518518517
Adult/L4,all,low,proximal,URAVR,0.11538461538461539
Adult/L4,all,low,proximal,URBL,0.14285714285714285
Adult/L4,all,low,proximal,URBR,0.16129032258064516
Adult/L4,all,low,proximal,URXL,0.2
Adult/L4,all,low,proximal,URXR,0.1935483870967742
Adult/L4,all,low,proximal,URYDL,0.18181818181818182
Adult/L4,all,low,proximal,URYDR,0.15789473684210525
Adult/L4,all,low,proximal,URYVL,0.17142857142857143
Adult/L4,all,low,proximal,URYVR,0.0625
Adult L/R,all,mid,homologous,ADAL,0.3972602739726027
Adult L/R,all,mid,homologous,ADEL,0.35714285714285715
Adult L/R,all,mid,homologous,ADFL,0.5365853658536586
Adult L/R,all,mid,homologous,ADLL,0.45161290322580644
Adult L/R,all,mid,homologous,AFDL,0.42857142857142855
Adult L/R,all,mid,homologous,AIAL,0.45454545454545453
Adult L/R,all,mid,homologous,AIBL,0.4868421052631579
Adult L/R,all,mid,homologous,AIML,0.38
Adult L/R,all,mid,homologous,AINL,0.4528301886792453
Adult L/R,all,mid,homologous,AIYL,0.3469387755102041
Adult L/R,all,mid,homologous,AIZL,0.4375
Adult L/R,all,mid,homologous,ALML,0.35714285714285715
Adult L/R,all,mid,homologous,ALNL,0.2727272727272727
Adult L/R,all,mid,homologous,ASEL,0.4727272727272727
Adult L/R,all,mid,homologous,ASGL,0.35714285714285715
Adult L/R,all,mid,homologous,ASHL,0.5476190476190477
Adult L/R,all,mid,homologous,ASIL,0.3888888888888889
Adult L/R,all,mid,homologous,ASJL,0.40540540540540543
Adult L/R,all,mid,homologous,ASKL,0.3611111111111111
Adult L/R,all,mid,homologous,AUAL,0.44680851063829785
Adult L/R,all,mid,homologous,AVAL,0.47674418604651164
Adult L/R,all,mid,homologous,AVBL,0.45161290322580644
Adult L/R,all,mid,homologous,AVDL,0.45588235294117646
Adult L/R,all,mid,homologous,AVEL,0.5
Adult L/R,all,mid,homologous,AVFL,0.26
Adult L/R,all,mid,homologous,AVHL,0.5263157894736842
Adult L/R,all,mid,homologous,AVJL,0.46938775510204084
Adult L/R,all,mid,homologous,AVKL,0.463768115942029
Adult L/R,all,mid,homologous,AWAL,0.4411764705882353
Adult L/R,all,mid,homologous,AWBL,0.38095238095238093
Adult L/R,all,mid,homologous,AWCL,0.39285714285714285
Adult L/R,all,mid,homologous,BAGL,0.4
Adult L/R,all,mid,homologous,BDUL,0.2631578947368421
Adult L/R,all,mid,homologous,CEPDL,0.5932203389830508
Adult L/R,all,mid,homologous,CEPVL,0.3392857142857143
Adult L/R,all,mid,homologous,FLPL,0.2564102564102564
Adult L/R,all,mid,homologous,IL1DL,0.5869565217391305
Adult L/R,all,mid,homologous,IL1L,0.5135135135135135
Adult L/R,all,mid,homologous,IL1VL,0.38095238095238093
Adult L/R,all,mid,homologous,IL2DL,0.4523809523809524
Adult L/R,all,mid,homologous,IL2L,0.5384615384615384
Adult L/R,all,mid,homologous,IL2VL,0.3783783783783784
Adult L/R,all,mid,homologous,OLLL,0.5245901639344263
Adult L/R,all,mid,homologous,OLQDL,0.4791666666666667
Adult L/R,all,mid,homologous,OLQVL,0.4883720930232558
Adult L/R,all,mid,homologous,PVCL,0.3582089552238806
Adult L/R,all,mid,homologous,PVPL,0.4
Adult L/R,all,mid,homologous,PVQL,0.4666666666666667
Adult L/R,all,mid,homologous,RIAL,0.47435897435897434
Adult L/R,all,mid,homologous,RIBL,0.48148148148148145
Adult L/R,all,mid,homologous,RICL,0.5
Adult L/R,all,mid,homologous,RIFL,0.43636363636363634
Adult L/R,all,mid,homologous,RIGL,0.4603174603174603
Adult L/R,all,mid,homologous,RIML,0.5066666666666667
Adult L/R,all,mid,homologous,RIPL,0.43243243243243246
Adult L/R,all,mid,homologous,RIVL,0.5
Adult L/R,all,mid,homologous,RMDDL,0.5081967213114754
Adult L/R,all,mid,homologous,RMDL,0.5384615384615384
Adult L/R,all,mid,homologous,RMDVL,0.5087719298245614
Adult L/R,all,mid,homologous,RMEL,0.475
Adult L/R,all,mid,homologous,RMFL,0.3157894736842105
Adult L/R,all,mid,homologous,RMGL,0.4
Adult L/R,all,mid,homologous,RMHL,0.4
Adult L/R,all,mid,homologous,SAADL,0.39655172413793105
Adult L/R,all,mid,homologous,SAAVL,0.5208333333333334
Adult L/R,all,mid,homologous,SDQL,0.38181818181818183
Adult L/R,all,mid,homologous,SIADL,0.41818181818181815
Adult L/R,all,mid,homologous,SIAVL,0.4074074074074074
Adult L/R,all,mid,homologous,SIBDL,0.2777777777777778
Adult L/R,all,mid,homologous,SIBVL,0.5324675324675324
Adult L/R,all,mid,homologous,SMBDL,0.39473684210526316
Adult L/R,all,mid,homologous,SMBVL,0.40298507462686567
Adult L/R,all,mid,homologous,SMDDL,0.45
Adult L/R,all,mid,homologous,SMDVL,0.5263157894736842
Adult L/R,all,mid,homologous,URADL,0.5769230769230769
Adult L/R,all,mid,homologous,URAVL,0.4444444444444444
Adult L/R,all,mid,homologous,URBL,0.42857142857142855
Adult L/R,all,mid,homologous,URXL,0.375
Adult L/R,all,mid,homologous,URYDL,0.45161290322580644
Adult L/R,all,mid,homologous,URYVL,0.46511627906976744
Adult L/R,all,mid,proximal,ADAL,0.3333333333333333
Adult L/R,all,mid,proximal,ADEL,0.26506024096385544
Adult L/R,all,mid,proximal,ADFL,0.3898305084745763
Adult L/R,all,mid,proximal,ADLL,0.2982456140350877
Adult L/R,all,mid,proximal,AFDL,0.34210526315789475
Adult L/R,all,mid,proximal,AIAL,0.40625
Adult L/R,all,mid,proximal,AIBL,0.3125
Adult L/R,all,mid,proximal,AIML,0.3076923076923077
Adult L/R,all,mid,proximal,AINL,0.2962962962962963
Adult L/R,all,mid,proximal,AIYL,0.3448275862068966
Adult L/R,all,mid,proximal,AIZL,0.3898305084745763
Adult L/R,all,mid,proximal,ALML,0.2564102564102564
Adult L/R,all,mid,proximal,ALNL,0.28846153846153844
Adult L/R,all,mid,proximal,ASEL,0.32786885245901637
Adult L/R,all,mid,proximal,ASGL,0.40625
Adult L/R,all,mid,proximal,ASHL,0.3829787234042553
Adult L/R,all,mid,proximal,ASIL,0.30303030303030304
Adult L/R,all,mid,proximal,ASJL,0.2647058823529412
Adult L/R,all,mid,proximal,ASKL,0.3548387096774194
Adult L/R,all,mid,proximal,AUAL,0.3333333333333333
Adult L/R,all,mid,proximal,AVAL,0.3804347826086957
Adult L/R,all,mid,proximal,AVBL,0.35
Adult L/R,all,mid,proximal,AVDL,0.34545454545454546
Adult L/R,all,mid,proximal,AVEL,0.32941176470588235
Adult L/R,all,mid,proximal,AVFL,0.3404255319148936
Adult L/R,all,mid,proximal,AVHL,0.3225806451612903
Adult L/R,all,mid,proximal,AVJL,0.3225806451612903
Adult L/R,all,mid,proximal,AVKL,0.4225352112676056
Adult L/R,all,mid,proximal,AWAL,0.358974358974359
Adult L/R,all,mid,proximal,AWBL,0.3695652173913043
Adult L/R,all,mid,proximal,AWCL,0.4444444444444444
Adult L/R,all,mid,proximal,BAGL,0.27692307692307694
Adult L/R,all,mid,proximal,BDUL,0.2826086956521739
Adult L/R,all,mid,proximal,CEPDL,0.38596491228070173
Adult L/R,all,mid,proximal,CEPVL,0.2857142857142857
Adult L/R,all,mid,proximal,FLPL,0.20754716981132076
Adult L/R,all,mid,proximal,IL1DL,0.38596491228070173
Adult L/R,all,mid,proximal,IL1L,0.38095238095238093
Adult L/R,all,mid,proximal,IL1VL,0.358974358974359
Adult L/R,all,mid,proximal,IL2DL,0.3541666666666667
Adult L/R,all,mid,proximal,IL2L,0.38095238095238093
Adult L/R,all,mid,proximal,IL2VL,0.3888888888888889
Adult L/R,all,mid,proximal,OLLL,0.3090909090909091
Adult L/R,all,mid,proximal,OLQDL,0.3673469387755102
Adult L/R,all,mid,proximal,OLQVL,0.4888888888888889
Adult L/R,all,mid,proximal,PVCL,0.421875
Adult L/R,all,mid,proximal,PVPL,0.2463768115942029
Adult L/R,all,mid,proximal,PVQL,0.3548387096774194
Adult L/R,all,mid,proximal,RIAL,0.3291139240506329
Adult L/R,all,mid,proximal,RIBL,0.29508196721311475
Adult L/R,all,mid,proximal,RICL,0.345679012345679
Adult L/R,all,mid,proximal,RIFL,0.2826086956521739
Adult L/R,all,mid,proximal,RIGL,0.30985915492957744
Adult L/R,all,mid,proximal,RIML,0.367816091954023
Adult L/R,all,mid,proximal,RIPL,0.2857142857142857
Adult L/R,all,mid,proximal,RIVL,0.35294117647058826
Adult L/R,all,mid,proximal,RMDDL,0.3972602739726027
Adult L/R,all,mid,proximal,RMDL,0.47058823529411764
Adult L/R,all,mid,proximal,RMDVL,0.42857142857142855
Adult L/R,all,mid,proximal,RMEL,0.28
Adult L/R,all,mid,proximal,RMFL,0.3559322033898305
Adult L/R,all,mid,proximal,RMGL,0.30434782608695654
Adult L/R,all,mid,proximal,RMHL,0.2753623188405797
Adult L/R,all,mid,proximal,SAADL,0.3157894736842105
Adult L/R,all,mid,proximal,SAAVL,0.32051282051282054
Adult L/R,all,mid,proximal,SDQL,0.2692307692307692
Adult L/R,all,mid,proximal,SIADL,0.296875
Adult L/R,all,mid,proximal,SIAVL,0.2894736842105263
Adult L/R,all,mid,proximal,SIBDL,0.2857142857142857
Adult L/R,all,mid,proximal,SIBVL,0.4235294117647059
Adult L/R,all,mid,proximal,SMBDL,0.3055555555555556
Adult L/R,all,mid,proximal,SMBVL,0.3291139240506329
Adult L/R,all,mid,proximal,SMDDL,0.4166666666666667
Adult L/R,all,mid,proximal,SMDVL,0.36923076923076925
Adult L/R,all,mid,proximal,URADL,0.325
Adult L/R,all,mid,proximal,URAVL,0.3888888888888889
Adult L/R,all,mid,proximal,URBL,0.25
Adult L/R,all,mid,proximal,URXL,0.2857142857142857
Adult L/R,all,mid,proximal,URYDL,0.3387096774193548
Adult L/R,all,mid,proximal,URYVL,0.4888888888888889
Adult L/R,all,mid,proximal,ADAR,0.34782608695652173
Adult L/R,all,mid,proximal,ADER,0.2549019607843137
Adult L/R,all,mid,proximal,ADFR,0.425
Adult L/R,all,mid,proximal,ADLR,0.3150684931506849
Adult L/R,all,mid,proximal,AFDR,0.25
Adult L/R,all,mid,proximal,AIAR,0.4
Adult L/R,all,mid,proximal,AIBR,0.2962962962962963
Adult L/R,all,mid,proximal,AIMR,0.3333333333333333
Adult L/R,all,mid,proximal,AINR,0.2698412698412698
Adult L/R,all,mid,proximal,AIYR,0.34
Adult L/R,all,mid,proximal,AIZR,0.40384615384615385
Adult L/R,all,mid,proximal,ALMR,0.3333333333333333
Adult L/R,all,mid,proximal,ALNR,0.2127659574468085
Adult L/R,all,mid,proximal,ASER,0.3709677419354839
Adult L/R,all,mid,proximal,ASGR,0.3684210526315789
Adult L/R,all,mid,proximal,ASHR,0.3684210526315789
Adult L/R,all,mid,proximal,ASIR,0.2708333333333333
Adult L/R,all,mid,proximal,ASJR,0.358974358974359
Adult L/R,all,mid,proximal,ASKR,0.34210526315789475
Adult L/R,all,mid,proximal,AUAR,0.36363636363636365
Adult L/R,all,mid,proximal,AVAR,0.3804347826086957
Adult L/R,all,mid,proximal,AVBR,0.38372093023255816
Adult L/R,all,mid,proximal,AVDR,0.3380281690140845
Adult L/R,all,mid,proximal,AVER,0.367816091954023
Adult L/R,all,mid,proximal,AVFR,0.3404255319148936
Adult L/R,all,mid,proximal,AVHR,0.4
Adult L/R,all,mid,proximal,AVJR,0.4
Adult L/R,all,mid,proximal,AVKR,0.4225352112676056
Adult L/R,all,mid,proximal,AWAR,0.4
Adult L/R,all,mid,proximal,AWBR,0.425
Adult L/R,all,mid,proximal,AWCR,0.4444444444444444
Adult L/R,all,mid,proximal,BAGR,0.22535211267605634
Adult L/R,all,mid,proximal,BDUR,0.34545454545454546
Adult L/R,all,mid,proximal,CEPDR,0.38095238095238093
Adult L/R,all,mid,proximal,CEPVR,0.2459016393442623
Adult L/R,all,mid,proximal,FLPR,0.2807017543859649
Adult L/R,all,mid,proximal,IL1DR,0.4528301886792453
Adult L/R,all,mid,proximal,IL1R,0.2833333333333333
Adult L/R,all,mid,proximal,IL1VR,0.5833333333333334
Adult L/R,all,mid,proximal,IL2DR,0.3877551020408163
Adult L/R,all,mid,proximal,IL2R,0.29508196721311475
Adult L/R,all,mid,proximal,IL2VR,0.4722222222222222
Adult L/R,all,mid,proximal,OLLR,0.33783783783783783
Adult L/R,all,mid,proximal,OLQDR,0.4528301886792453
Adult L/R,all,mid,proximal,OLQVR,0.5
Adult L/R,all,mid,proximal,PVCR,0.421875
Adult L/R,all,mid,proximal,PVPR,0.35
Adult L/R,all,mid,proximal,PVQR,0.358974358974359
Adult L/R,all,mid,proximal,RIAR,0.32941176470588235
Adult L/R,all,mid,proximal,RIBR,0.30158730158730157
Adult L/R,all,mid,proximal,RICR,0.35365853658536583
Adult L/R,all,mid,proximal,RIFR,0.3088235294117647
Adult L/R,all,mid,proximal,RIGR,0.3287671232876712
Adult L/R,all,mid,proximal,RIMR,0.38028169014084506
Adult L/R,all,mid,proximal,RIPR,0.2972972972972973
Adult L/R,all,mid,proximal,RIVR,0.37333333333333335
Adult L/R,all,mid,proximal,RMDDR,0.35384615384615387
Adult L/R,all,mid,proximal,RMDR,0.47058823529411764
Adult L/R,all,mid,proximal,RMDVR,0.30434782608695654
Adult L/R,all,mid,proximal,RMER,0.3023255813953488
Adult L/R,all,mid,proximal,RMFR,0.3559322033898305
Adult L/R,all,mid,proximal,RMGR,0.29411764705882354
Adult L/R,all,mid,proximal,RMHR,0.35365853658536583
Adult L/R,all,mid,proximal,SAADR,0.3333333333333333
Adult L/R,all,mid,proximal,SAAVR,0.31666666666666665
Adult L/R,all,mid,proximal,SDQR,0.3670886075949367
Adult L/R,all,mid,proximal,SIADR,0.3548387096774194
Adult L/R,all,mid,proximal,SIAVR,0.3064516129032258
Adult L/R,all,mid,proximal,SIBDR,0.4235294117647059
Adult L/R,all,mid,proximal,SIBVR,0.34523809523809523
Adult L/R,all,mid,proximal,SMBDR,0.38823529411764707
Adult L/R,all,mid,proximal,SMBVR,0.34210526315789475
Adult L/R,all,mid,proximal,SMDDR,0.38095238095238093
Adult L/R,all,mid,proximal,SMDVR,0.4166666666666667
Adult L/R,all,mid,proximal,URADR,0.2972972972972973
Adult L/R,all,mid,proximal,URAVR,0.5833333333333334
Adult L/R,all,mid,proximal,URBR,0.2549019607843137
Adult L/R,all,mid,proximal,URXR,0.3150684931506849
Adult L/R,all,mid,proximal,URYDR,0.3620689655172414
Adult L/R,all,mid,proximal,URYVR,0.5
L4 L/R,all,mid,homologous,ADAL,0.4696969696969697
L4 L/R,all,mid,homologous,ADEL,0.3157894736842105
L4 L/R,all,mid,homologous,ADFL,0.3939393939393939
L4 L/R,all,mid,homologous,ADLL,0.38095238095238093
L4 L/R,all,mid,homologous,AFDL,0.5555555555555556
L4 L/R,all,mid,homologous,AIAL,0.5172413793103449
L4 L/R,all,mid,homologous,AIBL,0.5
L4 L/R,all,mid,homologous,AIML,0.4594594594594595
L4 L/R,all,mid,homologous,AINL,0.5116279069767442
L4 L/R,all,mid,homologous,AIYL,0.44680851063829785
L4 L/R,all,mid,homologous,AIZL,0.6071428571428571
L4 L/R,all,mid,homologous,ALML,0.38235294117647056
L4 L/R,all,mid,homologous,ALNL,0.3235294117647059
L4 L/R,all,mid,homologous,ASEL,0.5263157894736842
L4 L/R,all,mid,homologous,ASGL,0.4
L4 L/R,all,mid,homologous,ASHL,0.5
L4 L/R,all,mid,homologous,ASIL,0.5185185185185185
L4 L/R,all,mid,homologous,ASJL,0.5142857142857142
L4 L/R,all,mid,homologous,ASKL,0.5862068965517241
L4 L/R,all,mid,homologous,AUAL,0.425
L4 L/R,all,mid,homologous,AVAL,0.46153846153846156
L4 L/R,all,mid,homologous,AVBL,0.43243243243243246
L4 L/R,all,mid,homologous,AVDL,0.352112676056338
L4 L/R,all,mid,homologous,AVEL,0.4675324675324675
L4 L/R,all,mid,homologous,AVFL,0.42857142857142855
L4 L/R,all,mid,homologous,AVHL,0.3492063492063492
L4 L/R,all,mid,homologous,AVJL,0.45614035087719296
L4 L/R,all,mid,homologous,AVKL,0.48148148148148145
L4 L/R,all,mid,homologous,AWAL,0.5483870967741935
L4 L/R,all,mid,homologous,AWBL,0.45454545454545453
L4 L/R,all,mid,homologous,AWCL,0.45454545454545453
L4 L/R,all,mid,homologous,BAGL,0.5423728813559322
L4 L/R,all,mid,homologous,BDUL,0.36363636363636365
L4 L/R,all,mid,homologous,CEPDL,0.39215686274509803
L4 L/R,all,mid,homologous,CEPVL,0.4791666666666667
L4 L/R,all,mid,homologous,FLPL,0.3611111111111111
L4 L/R,all,mid,homologous,IL1DL,0.46511627906976744
L4 L/R,all,mid,homologous,IL1L,0.43902439024390244
L4 L/R,all,mid,homologous,IL1VL,0.6060606060606061
L4 L/R,all,mid,homologous,IL2DL,0.5142857142857142
L4 L/R,all,mid,homologous,IL2L,0.3469387755102041
L4 L/R,all,mid,homologous,IL2VL,0.5172413793103449
L4 L/R,all,mid,homologous,OLLL,0.4126984126984127
L4 L/R,all,mid,homologous,OLQDL,0.4090909090909091
L4 L/R,all,mid,homologous,OLQVL,0.3783783783783784
L4 L/R,all,mid,homologous,PVCL,0.3787878787878788
L4 L/R,all,mid,homologous,PVPL,0.37209302325581395
L4 L/R,all,mid,homologous,PVQL,0.3611111111111111
L4 L/R,all,mid,homologous,RIAL,0.5285714285714286
L4 L/R,all,mid,homologous,RIBL,0.4339622641509434
L4 L/R,all,mid,homologous,RICL,0.3855421686746988
L4 L/R,all,mid,homologous,RIFL,0.3958333333333333
L4 L/R,all,mid,homologous,RIGL,0.3508771929824561
L4 L/R,all,mid,homologous,RIML,0.5512820512820513
L4 L/R,all,mid,homologous,RIPL,0.40625
L4 L/R,all,mid,homologous,RIVL,0.484375
L4 L/R,all,mid,homologous,RMDDL,0.5319148936170213
L4 L/R,all,mid,homologous,RMDL,0.5740740740740741
L4 L/R,all,mid,homologous,RMDVL,0.48214285714285715
L4 L/R,all,mid,homologous,RMEL,0.19607843137254902
L4 L/R,all,mid,homologous,RMFL,0.35185185185185186
L4 L/R,all,mid,homologous,RMGL,0.5272727272727272
L4 L/R,all,mid,homologous,RMHL,0.45161290322580644
L4 L/R,all,mid,homologous,SAADL,0.40384615384615385
L4 L/R,all,mid,homologous,SAAVL,0.42857142857142855
L4 L/R,all,mid,homologous,SDQL,0.4117647058823529
L4 L/R,all,mid,homologous,SIADL,0.4
L4 L/R,all,mid,homologous,SIAVL,0.45901639344262296
L4 L/R,all,mid,homologous,SIBDL,0.475
L4 L/R,all,mid,homologous,SIBVL,0.4266666666666667
L4 L/R,all,mid,homologous,SMBDL,0.39705882352941174
L4 L/R,all,mid,homologous,SMBVL,0.4642857142857143
L4 L/R,all,mid,homologous,SMDDL,0.6545454545454545
L4 L/R,all,mid,homologous,SMDVL,0.5892857142857143
L4 L/R,all,mid,homologous,URADL,0.56
L4 L/R,all,mid,homologous,URAVL,0.6206896551724138
L4 L/R,all,mid,homologous,URBL,0.425531914893617
L4 L/R,all,mid,homologous,URXL,0.5263157894736842
L4 L/R,all,mid,homologous,URYDL,0.46938775510204084
L4 L/R,all,mid,homologous,URYVL,0.325
L4 L/R,all,mid,proximal,ADAL,0.28125
L4 L/R,all,mid,proximal,ADEL,0.23943661971830985
L4 L/R,all,mid,proximal,ADFL,0.34782608695652173
L4 L/R,all,mid,proximal,ADLL,0.35714285714285715
L4 L/R,all,mid,proximal,AFDL,0.27586206896551724
L4 L/R,all,mid,proximal,AIAL,0.42857142857142855
L4 L/R,all,mid,proximal,AIBL,0.31868131868131866
L4 L/R,all,mid,proximal,AIML,0.28846153846153844
L4 L/R,all,mid,proximal,AINL,0.25
L4 L/R,all,mid,proximal,AIYL,0.375
L4 L/R,all,mid,proximal,AIZL,0.375
L4 L/R,all,mid,proximal,ALML,0.25
L4 L/R,all,mid,proximal,ALNL,0.22916666666666666
L4 L/R,all,mid,proximal,ASEL,0.42857142857142855
L4 L/R,all,mid,proximal,ASGL,0.3448275862068966
L4 L/R,all,mid,proximal,ASHL,0.38596491228070173
L4 L/R,all,mid,proximal,ASIL,0.3333333333333333
L4 L/R,all,mid,proximal,ASJL,0.2682926829268293
L4 L/R,all,mid,proximal,ASKL,0.3404255319148936
L4 L/R,all,mid,proximal,AUAL,0.3050847457627119
L4 L/R,all,mid,proximal,AVAL,0.37349397590361444
L4 L/R,all,mid,proximal,AVBL,0.37662337662337664
L4 L/R,all,mid,proximal,AVDL,0.29411764705882354
L4 L/R,all,mid,proximal,AVEL,0.38202247191011235
L4 L/R,all,mid,proximal,AVFL,0.4583333333333333
L4 L/R,all,mid,proximal,AVHL,0.323943661971831
L4 L/R,all,mid,proximal,AVJL,0.3194444444444444
L4 L/R,all,mid,proximal,AVKL,0.40350877192982454
L4 L/R,all,mid,proximal,AWAL,0.3939393939393939
L4 L/R,all,mid,proximal,AWBL,0.3939393939393939
L4 L/R,all,mid,proximal,AWCL,0.45454545454545453
L4 L/R,all,mid,proximal,BAGL,0.3188405797101449
L4 L/R,all,mid,proximal,BDUL,0.40476190476190477
L4 L/R,all,mid,proximal,CEPDL,0.2903225806451613
L4 L/R,all,mid,proximal,CEPVL,0.3125
L4 L/R,all,mid,proximal,FLPL,0.3611111111111111
L4 L/R,all,mid,proximal,IL1DL,0.4878048780487805
L4 L/R,all,mid,proximal,IL1L,0.3469387755102041
L4 L/R,all,mid,proximal,IL1VL,0.5161290322580645
L4 L/R,all,mid,proximal,IL2DL,0.4878048780487805
L4 L/R,all,mid,proximal,IL2L,0.3469387755102041
L4 L/R,all,mid,proximal,IL2VL,0.5161290322580645
L4 L/R,all,mid,proximal,OLLL,0.32727272727272727
L4 L/R,all,mid,proximal,OLQDL,0.43902439024390244
L4 L/R,all,mid,proximal,OLQVL,0.25
L4 L/R,all,mid,proximal,PVCL,0.3880597014925373
L4 L/R,all,mid,proximal,PVPL,0.3181818181818182
L4 L/R,all,mid,proximal,PVQL,0.3125
L4 L/R,all,mid,proximal,RIAL,0.38202247191011235
L4 L/R,all,mid,proximal,RIBL,0.2962962962962963
L4 L/R,all,mid,proximal,RICL,0.35365853658536583
L4 L/R,all,mid,proximal,RIFL,0.40476190476190477
L4 L/R,all,mid,proximal,RIGL,0.3333333333333333
L4 L/R,all,mid,proximal,RIML,0.38202247191011235
L4 L/R,all,mid,proximal,RIPL,0.27450980392156865
L4 L/R,all,mid,proximal,RIVL,0.34328358208955223
L4 L/R,all,mid,proximal,RMDDL,0.32786885245901637
L4 L/R,all,mid,proximal,RMDL,0.4166666666666667
L4 L/R,all,mid,proximal,RMDVL,0.3442622950819672
L4 L/R,all,mid,proximal,RMEL,0.24193548387096775
L4 L/R,all,mid,proximal,RMFL,0.3275862068965517
L4 L/R,all,mid,proximal,RMGL,0.3125
L4 L/R,all,mid,proximal,RMHL,0.34328358208955223
L4 L/R,all,mid,proximal,SAADL,0.32142857142857145
L4 L/R,all,mid,proximal,SAAVL,0.3114754098360656
L4 L/R,all,mid,proximal,SDQL,0.2826086956521739
L4 L/R,all,mid,proximal,SIADL,0.32558139534883723
L4 L/R,all,mid,proximal,SIAVL,0.358974358974359
L4 L/R,all,mid,proximal,SIBDL,0.358974358974359
L4 L/R,all,mid,proximal,SIBVL,0.3375
L4 L/R,all,mid,proximal,SMBDL,0.2948717948717949
L4 L/R,all,mid,proximal,SMBVL,0.3225806451612903
